nanoId;country;region;province;department;village;onchainId;latitude;longitude;openstreetmap;coordinatesLevel
3eDuSeLeVPLN;BF;Nord;Zondoma;BASSI;Guiriguiri;0x45c37cd06fa95cf9066f01d34699b3d2;13.308236749999999;-2.2280023498779986;https://www.openstreetmap.org/#map=14/13.308236749999999/-2.2280023498779986;DEPARTMENT
jjaMrBtULPBU;BF;Nord;Zondoma;BASSI;Tilba;0x1069b4f7e954105e6add356c37f20b97;13.308236749999999;-2.2280023498779986;https://www.openstreetmap.org/#map=14/13.308236749999999/-2.2280023498779986;DEPARTMENT
JN6UJOK6mmx9;BF;Nord;Passore;BOKIN;Zilaor̩;0xb82f50ecd35ebedd247f923ccba0da91;13.008375000000001;-1.7295539155981903;https://www.openstreetmap.org/#map=14/13.008375000000001/-1.7295539155981903;DEPARTMENT
KHUuTgSzMbrP;BF;Nord;Zondoma;BASSI;Songodin;0x590f517ca5e492c47af7a1133112580f;13.308236749999999;-2.2280023498779986;https://www.openstreetmap.org/#map=14/13.308236749999999/-2.2280023498779986;DEPARTMENT
vHjUXy7p9kUH;BF;Nord;Passore;BOKIN;P̩pin;0xb8fe14d9bd0c377f752918d9b3b9de30;13.008375000000001;-1.7295539155981903;https://www.openstreetmap.org/#map=14/13.008375000000001/-1.7295539155981903;DEPARTMENT
JyipDNMz6MGb;BF;Nord;Passore;BOKIN;Boor̩;0x44b780a6a62fc0b7b1a65bba06965fa4;13.008375000000001;-1.7295539155981903;https://www.openstreetmap.org/#map=14/13.008375000000001/-1.7295539155981903;DEPARTMENT
zfs5foUFk4Dl;BF;Nord;Passore;BOKIN;Tibin;0x3574bf0182594773ef98f5cc56c6566a;12.3220379;-0.6876347;https://www.openstreetmap.org/#map=14/12.3220379/-0.6876347;VILLAGE
ayWT_WGOLnBW;BF;Nord;Zondoma;BASSI;Rondolga;0xf4b3488f2932e6161206743605362b77;13.308236749999999;-2.2280023498779986;https://www.openstreetmap.org/#map=14/13.308236749999999/-2.2280023498779986;DEPARTMENT
xKOGGTK6-AsB;BF;Nord;Passore;BOKIN;Guila;0xad2ee4bf8bc519a4ae2cf4b6ae774851;12.5188819;-2.8794211;https://www.openstreetmap.org/#map=14/12.5188819/-2.8794211;VILLAGE
67hNLgyTaGTF;BF;Nord;Passore;BOKIN;Wapens̩;0x128f9d06de228b0f4685dc5d2d76cae6;13.008375000000001;-1.7295539155981903;https://www.openstreetmap.org/#map=14/13.008375000000001/-1.7295539155981903;DEPARTMENT
4htzwfoKpCK-;BF;Nord;Zondoma;BASSI;Saye;0xd35ea3ab13188c649fc21283d93e4664;13.525892;-2.4287844;https://www.openstreetmap.org/#map=14/13.525892/-2.4287844;VILLAGE
9Tf2_hYLeBH8;BF;Nord;Zondoma;BASSI;Sapela;0xb8b2950e5f8eccfe5d7f3d6cbb5012d4;13.308236749999999;-2.2280023498779986;https://www.openstreetmap.org/#map=14/13.308236749999999/-2.2280023498779986;DEPARTMENT
2SPLG9A9jq0C;BF;Nord;Passore;BOKIN;Seguedin;0xdc22998217cd3dbe30c7ce34c330860e;12.9802837;-1.8018117;https://www.openstreetmap.org/#map=14/12.9802837/-1.8018117;VILLAGE
_XpYQ5lsazsg;BF;Nord;Zondoma;BASSI;Guiri-Guiri;0x42e1d05c264815dc89bf8e9a4a82b21d;13.308236749999999;-2.2280023498779986;https://www.openstreetmap.org/#map=14/13.308236749999999/-2.2280023498779986;DEPARTMENT
hTl4UiUXKlrS;BF;Centre Nord;Sanmatenga;KORSIMORO;Kirbaka;0x9becb9ad3568c99e05a5e9c340efac32;12.8256574;-1.0663565;https://www.openstreetmap.org/#map=14/12.8256574/-1.0663565;DEPARTMENT
JuZvaI3kinhr;BF;Centre Nord;Sanmatenga;KORSIMORO;Komtenga;0x1985cd953a31fdb1d69d1f5c8f110d3b;12.1278956;-1.5451249;https://www.openstreetmap.org/#map=14/12.1278956/-1.5451249;VILLAGE
PPVPzGkf88H9;BF;Centre Nord;Sanmatenga;KORSIMORO;SECTTEUR 3;0x2d1682e6f2c40313a940eb4c65fc4548;12.8256574;-1.0663565;https://www.openstreetmap.org/#map=14/12.8256574/-1.0663565;DEPARTMENT
QG8S_uDhjESL;BF;Centre Nord;Sanmatenga;KORSIMORO;Yonyonsi;0x220fd63a5bc5d2ae8a8170642a7bc31c;12.8256574;-1.0663565;https://www.openstreetmap.org/#map=14/12.8256574/-1.0663565;DEPARTMENT
